"trip_id","driver_id","driver_name","rider_id","city","pickup_lat","pickup_lng","drop_lat","drop_lng","distance_km","fare_amount","status","payment_method","pickup_date","pickup_time","drop_date","drop_time"
"160","8554","Kenneth Wagner","73215","San Francisco","40.225","-101.507","40.2513","-101.506","1.23","4.42","Completed","Cash","2023-01-01","02:39:00","2023-01-01","02:42:41"
"161","8280","Mrs. Susan Gates","65315","Boston","40.987","-120.814","40.9658","-120.788","10.88","23.25","Completed","Wallet","2023-01-01","02:40:00","2023-01-01","03:12:38"
"162","2636","Paul Norman","95874","San Francisco","37.6755","-97.1402","37.6369","-97.0976","7.01","15.6","Completed","Card","2023-01-01","02:41:00","2023-01-01","03:02:01"
"163","4696","Jennifer Baker","57048","Los Angeles","39.9976","-101.972","40.0203","-101.961","6.52","16.47","Completed","Wallet","2023-01-01","02:42:00","2023-01-01","03:01:33"
"164","1698","Anita Evans","49547","Los Angeles","38.1777","-117.752","38.1914","-117.751","4.73","14.96","Completed","Wallet","2023-01-01","02:43:00","2023-01-01","02:57:11"
"165","5737","Michelle Franklin","77812","Boston","40.7275","-94.9356","40.701","-94.9141","5.18","9.44","Cancelled","UPI","2023-01-01","02:44:00","2023-01-01","02:59:32"
"166","1854","Amanda Garcia","37220","Seattle","37.3219","-97.8437","37.3401","-97.8286","8.14","18.89","Completed","Cash","2023-01-01","02:45:00","2023-01-01","03:09:25"
"167","9164","Andrew Terry","71417","Seattle","39.6706","-100.813","39.6531","-100.772","8.35","19.16","Completed","UPI","2023-01-01","02:46:00","2023-01-01","03:11:03"
"168","6855","Thomas Howell","49844","San Francisco","37.808","-84.6239","37.7663","-84.6228","11.44","23.13","Completed","UPI","2023-01-01","02:47:00","2023-01-01","03:21:19"
"169","8392","Christopher Johnson","93996","Chicago","40.9621","-107.132","40.9749","-107.124","5.28","9.29","Completed","UPI","2023-01-01","02:48:00","2023-01-01","03:03:50"
"170","7528","Nicole Brown","57238","New York","39.0786","-80.5351","39.0597","-80.5641","3.06","7.72","Completed","UPI","2023-01-01","02:49:00","2023-01-01","02:58:10"
"171","6249","Jason Kelly","10100","Boston","39.1325","-113.083","39.1666","-113.077","8.66","25.31","Completed","Wallet","2023-01-01","02:50:00","2023-01-01","03:15:58"
"172","6172","Mark Parker","18567","Chicago","39.1093","-110.854","39.0828","-110.823","4.97","11.54","Completed","Wallet","2023-01-01","02:51:00","2023-01-01","03:05:54"
"173","2707","Robert Guzman DDS","84373","San Francisco","40.0353","-107.958","40.0323","-107.995","6.84","19.28","Cancelled","Wallet","2023-01-01","02:52:00","2023-01-01","03:12:31"
"174","6791","Nicole Rogers","75427","San Francisco","40.8856","-100.525","40.8444","-100.513","7.96","15.09","Completed","Card","2023-01-01","02:53:00","2023-01-01","03:16:52"
"175","6535","Shane Kramer","13382","Boston","40.8425","-81.0871","40.8084","-81.0494","10.77","24.27","No-Show","UPI","2023-01-01","02:54:00","2023-01-01","03:26:18"
"176","5931","Ruben Abbott","70855","Chicago","37.9332","-89.3192","37.9819","-89.2912","5.96","15.29","Completed","Card","2023-01-01","02:55:00","2023-01-01","03:12:52"
"177","4510","Christopher Sosa","32344","Seattle","39.235","-100.108","39.2565","-100.12","10.36","24.9","Completed","Wallet","2023-01-01","02:56:00","2023-01-01","03:27:04"
"178","1202","Paula Allen","70872","Boston","39.1835","-93.3418","39.2047","-93.3354","3.57","8.37","Completed","UPI","2023-01-01","02:57:00","2023-01-01","03:07:42"
"179","5218","Jennifer Thomas","65495","Los Angeles","37.4981","-104.371","37.4655","-104.394","12.95","22.99","Completed","Wallet","2023-01-01","02:58:00","2023-01-01","03:36:51"
"180","9958","Grace Glenn","63968","San Francisco","39.7885","-109.384","39.8301","-109.361","6.04","11.39","Completed","UPI","2023-01-01","02:59:00","2023-01-01","03:17:07"
"181","5389","Jesus Ingram","89447","Los Angeles","40.0364","-86.9896","40.0073","-87.0228","5.99","14.62","Completed","Wallet","2023-01-01","03:00:00","2023-01-01","03:17:58"
"182","3327","Melanie Stanton","61175","Boston","40.4772","-113.415","40.4868","-113.379","7.64","16.48","Completed","UPI","2023-01-01","03:01:00","2023-01-01","03:23:55"
"183","9004","Rebecca Hall","82828","San Francisco","39.9421","-118.572","39.9296","-118.53","12.08","18.12","Cancelled","UPI","2023-01-01","03:02:00","2023-01-01","03:38:14"
"184","3931","Kelsey Obrien","39142","Seattle","37.4747","-81.6822","37.4719","-81.6982","3.66","10.4","Completed","Wallet","2023-01-01","03:03:00","2023-01-01","03:13:58"
"185","8777","Gary Rowland","27429","Seattle","40.6759","-88.3664","40.6328","-88.3468","8.7","18.73","Completed","UPI","2023-01-01","03:04:00","2023-01-01","03:30:06"
"186","1197","Mr. Jeffery Jones MD","28481","Boston","37.8436","-102.912","37.8779","-102.932","9.99","26.52","Completed","UPI","2023-01-01","03:05:00","2023-01-01","03:34:58"
"187","8125","Katherine Lopez","63973","Seattle","39.4383","-99.5039","39.3918","-99.4648","6.41","17.76","Completed","Card","2023-01-01","03:06:00","2023-01-01","03:25:13"
"188","2930","Sarah Smith","30250","New York","39.5796","-111.676","39.5401","-111.635","7.06","10.96","Cancelled","Wallet","2023-01-01","03:07:00","2023-01-01","03:28:10"
"189","7287","Michael Griffith","98129","Chicago","37.608","-75.6244","37.5999","-75.6163","5.24","16.45","No-Show","Cash","2023-01-01","03:08:00","2023-01-01","03:23:43"
"190","9800","Andre Hall","36590","San Francisco","38.3732","-75.1309","38.4146","-75.0946","7.33","15.79","No-Show","Card","2023-01-01","03:09:00","2023-01-01","03:30:59"
"191","5282","Christine Huffman","74641","Seattle","38.1993","-78.0492","38.2111","-78.0448","8.01","19.18","Completed","Card","2023-01-01","03:10:00","2023-01-01","03:34:01"
"192","3511","Teresa Santiago","37974","San Francisco","39.8392","-78.7811","39.8099","-78.7669","6.12","13.4","Completed","Card","2023-01-01","03:11:00","2023-01-01","03:29:21"
"193","1659","Paul Cantrell","92303","Los Angeles","39.5","-81.5424","39.4664","-81.4938","9.05","26.64","Completed","Cash","2023-01-01","03:12:00","2023-01-01","03:39:09"
"194","3811","Timothy Martin","58906","New York","38.6898","-107.625","38.6646","-107.619","4.84","10.06","No-Show","Wallet","2023-01-01","03:13:00","2023-01-01","03:27:31"
"195","8098","Stephanie Adams","40446","Los Angeles","37.6615","-94.7346","37.6683","-94.7174","8.89","21.4","Completed","Cash","2023-01-01","03:14:00","2023-01-01","03:40:40"
"196","7546","Kimberly Brown","12585","Chicago","39.9561","-93.4311","39.958","-93.4","5.92","16.68","No-Show","Wallet","2023-01-01","03:15:00","2023-01-01","03:32:45"
"197","2986","Danielle Atkins","92622","Boston","40.7557","-75.8856","40.7984","-75.8892","6.58","17.01","Completed","UPI","2023-01-01","03:16:00","2023-01-01","03:35:44"
"198","9338","April Hopkins","12096","New York","39.3082","-109.819","39.3527","-109.851","6.37","12.81","Completed","UPI","2023-01-01","03:17:00","2023-01-01","03:36:06"
"199","3911","Zachary Valdez","43086","Los Angeles","40.6482","-95.1956","40.6442","-95.1993","8.27","22.65","Completed","Card","2023-01-01","03:18:00","2023-01-01","03:42:48"
"200","2734","Robert Montgomery","50980","Boston","40.244","-114.325","40.2805","-114.358","4.67","13.08","No-Show","UPI","2023-01-01","03:19:00","2023-01-01","03:33:00"
"201","2843","Jose Barnett","79640","Seattle","40.8006","-119.17","40.7867","-119.144","8.99","21.15","Completed","Cash","2023-01-01","03:20:00","2023-01-01","03:46:58"
"202","9680","Joseph Dunn","60612","Chicago","38.3571","-112.646","38.3227","-112.673","6.32","17.13","Completed","Card","2023-01-01","03:21:00","2023-01-01","03:39:57"
"203","3976","Lisa Graham","37122","Chicago","39.5286","-115.994","39.5741","-116.037","3.35","10.02","Completed","Cash","2023-01-01","03:22:00","2023-01-01","03:32:03"
"204","2959","Brenda Hill","61063","Seattle","37.9138","-115.701","37.8756","-115.651","9.18","17","Completed","Card","2023-01-01","03:23:00","2023-01-01","03:50:32"
"205","6759","Alison Diaz","13126","New York","39.9517","-84.859","39.9219","-84.834","7.49","17.54","Completed","Card","2023-01-01","03:24:00","2023-01-01","03:46:28"
"206","7694","Alexander Taylor","38968","Seattle","40.9367","-99.7805","40.9574","-99.824","12.13","20.57","Completed","Card","2023-01-01","03:25:00","2023-01-01","04:01:23"
"207","3385","Rebecca Jones","53525","New York","38.2864","-79.4376","38.3006","-79.4764","8.56","15.8","Completed","UPI","2023-01-01","03:26:00","2023-01-01","03:51:40"
"208","5736","Daniel Ward","49680","Seattle","37.2622","-111.426","37.2499","-111.379","10.06","14.9","Completed","Wallet","2023-01-01","03:27:00","2023-01-01","03:57:10"
"209","2802","Deborah Johnson","42606","San Francisco","40.8934","-87.3094","40.9321","-87.3391","1.21","4.86","Completed","Card","2023-01-01","03:28:00","2023-01-01","03:31:37"
"210","9155","Heather Terry","98767","Chicago","37.1247","-107.036","37.1346","-107.042","9.73","21.87","Completed","Card","2023-01-01","03:29:00","2023-01-01","03:58:11"
"211","9120","Jason Smith","33428","Seattle","38.4568","-89.1118","38.4837","-89.0911","6.03","13.5","Completed","Cash","2023-01-01","03:30:00","2023-01-01","03:48:05"
"212","7616","Robert Jones","48116","San Francisco","39.239","-96.6653","39.2024","-96.6414","3.59","9.25","Completed","Card","2023-01-01","03:31:00","2023-01-01","03:41:46"
"213","6534","Ashley Dorsey","11270","Boston","40.1277","-114.76","40.116","-114.769","3.79","9.79","Completed","Card","2023-01-01","03:32:00","2023-01-01","03:43:22"
"214","5061","Savannah Dixon","43049","New York","37.8662","-75.6409","37.8414","-75.6524","0.32","3.6","Completed","UPI","2023-01-01","03:33:00","2023-01-01","03:33:57"
"215","1262","Laurie Rogers","37392","San Francisco","37.2163","-119.012","37.2589","-118.979","10.58","26.95","Completed","Card","2023-01-01","03:34:00","2023-01-01","04:05:44"
"216","7287","Michael Griffith","88080","Chicago","39.7876","-98.9368","39.7946","-98.9859","8.17","19.46","Completed","Wallet","2023-01-01","03:35:00","2023-01-01","03:59:30"
"217","9815","Linda Green","97132","Boston","37.3884","-86.8578","37.4225","-86.866","5.21","15.55","Completed","Cash","2023-01-01","03:36:00","2023-01-01","03:51:37"
"218","3049","Cassandra Hoffman","11829","New York","37.9754","-78.8424","37.9282","-78.8718","6.39","10.26","Completed","Card","2023-01-01","03:37:00","2023-01-01","03:56:10"
"219","6423","Richard Durham","91874","Chicago","38.0711","-73.1195","38.0978","-73.0852","9.64","19.97","Cancelled","UPI","2023-01-01","03:38:00","2023-01-01","04:06:55"
"220","5548","Christopher Ward","46507","Los Angeles","40.3511","-93.2808","40.3326","-93.2432","11.62","25.78","Completed","Card","2023-01-01","03:39:00","2023-01-01","04:13:51"
"221","4108","Jean Martin","16276","Boston","39.3179","-73.7658","39.2744","-73.7778","4.36","7.37","Completed","Card","2023-01-01","03:40:00","2023-01-01","03:53:04"
"222","8158","Jason Schneider","62116","Boston","38.8068","-94.9034","38.7696","-94.8852","4.77","9.46","Completed","Card","2023-01-01","03:41:00","2023-01-01","03:55:18"
"223","8400","Aaron Campbell","32000","Los Angeles","37.1026","-90.5418","37.0848","-90.5579","0.8","4.09","Completed","Cash","2023-01-01","03:42:00","2023-01-01","03:44:24"
"224","4170","Lori Anthony","50531","New York","39.0325","-88.9613","38.9943","-88.9996","7.26","13.23","Cancelled","UPI","2023-01-01","03:43:00","2023-01-01","04:04:46"
"225","3255","Jamie Walker","90773","Chicago","39.8507","-87.2214","39.8073","-87.2238","5.14","11.82","Completed","Cash","2023-01-01","03:44:00","2023-01-01","03:59:25"
"226","2154","Kimberly Robinson","26284","Seattle","40.9066","-100.434","40.8683","-100.388","10.55","23.75","Completed","Wallet","2023-01-01","03:45:00","2023-01-01","04:16:39"
"227","5499","Elijah Dunlap","70268","Boston","38.931","-73.7933","38.9686","-73.7926","4.31","9.41","Completed","Cash","2023-01-01","03:46:00","2023-01-01","03:58:55"
"228","7295","Lisa Russell","12919","San Francisco","39.2278","-102.901","39.2158","-102.92","10.28","21.22","Completed","Card","2023-01-01","03:47:00","2023-01-01","04:17:50"
"229","7197","Stacey Houston","21196","Seattle","38.2857","-111.458","38.2789","-111.441","7.32","13.09","Cancelled","Cash","2023-01-01","03:48:00","2023-01-01","04:09:57"
"230","2648","Jared Martinez","60722","Seattle","40.263","-89.2481","40.262","-89.271","7.37","18.41","Completed","UPI","2023-01-01","03:49:00","2023-01-01","04:11:06"
"231","6539","Daniel Griffith","36872","New York","39.1614","-101.563","39.1896","-101.53","8.67","19.44","Completed","Card","2023-01-01","03:50:00","2023-01-01","04:16:00"
"232","5199","Micheal May","40538","New York","38.5046","-115.59","38.478","-115.581","6.12","9.99","Completed","Card","2023-01-01","03:51:00","2023-01-01","04:09:21"
"233","9445","Trevor Phelps","81292","Chicago","37.4659","-112.948","37.4836","-112.915","3.59","12.75","Completed","Cash","2023-01-01","03:52:00","2023-01-01","04:02:46"
"234","3557","Jerry Ramirez","16707","Los Angeles","40.5675","-80.5685","40.6056","-80.5936","7.03","16","Completed","Cash","2023-01-01","03:53:00","2023-01-01","04:14:05"
"235","6592","Kathryn Campbell","98796","Boston","40.2057","-99.2795","40.2502","-99.2914","2.98","8.81","No-Show","UPI","2023-01-01","03:54:00","2023-01-01","04:02:56"
"236","1098","Alvin Miller","88132","Seattle","37.8291","-121.66","37.8486","-121.647","9.86","26.52","Completed","Card","2023-01-01","03:55:00","2023-01-01","04:24:34"
"237","3200","Michael Lee","29959","Boston","40.5004","-76.3524","40.5492","-76.3849","3.51","10.03","Completed","Card","2023-01-01","03:56:00","2023-01-01","04:06:31"
"238","3961","David Martin","61980","San Francisco","39.2291","-110.896","39.2684","-110.915","2.63","9.41","Completed","Wallet","2023-01-01","03:57:00","2023-01-01","04:04:53"
"239","5973","Paul Brooks","28958","San Francisco","40.0821","-92.8054","40.0988","-92.8186","6.68","11.21","Completed","Cash","2023-01-01","03:58:00","2023-01-01","04:18:02"
"240","5433","Matthew Dorsey MD","78918","San Francisco","39.6051","-78.2756","39.6456","-78.2848","6.39","13.64","Completed","Wallet","2023-01-01","03:59:00","2023-01-01","04:18:10"
"241","3869","Matthew Anderson","79300","San Francisco","37.2807","-76.7322","37.306","-76.7791","11.61","24.17","No-Show","UPI","2023-01-01","04:00:00","2023-01-01","04:34:49"
"242","1956","Bill Moran","53207","Chicago","37.995","-81.0782","37.9973","-81.0692","5.23","14.41","Completed","UPI","2023-01-01","04:01:00","2023-01-01","04:16:41"
"243","9352","Jose Copeland","25150","Chicago","38.6909","-79.8485","38.6903","-79.7987","5.73","10.34","Completed","UPI","2023-01-01","04:02:00","2023-01-01","04:19:11"
"244","6699","Ashley Hill","13424","Seattle","37.4467","-92.1365","37.4946","-92.1109","5.49","13.66","Cancelled","Card","2023-01-01","04:03:00","2023-01-01","04:19:28"
"245","7944","Karen Hernandez","60250","San Francisco","38.4908","-82.7132","38.5121","-82.6782","11.05","28.46","Completed","Wallet","2023-01-01","04:04:00","2023-01-01","04:37:09"
"246","5493","Barbara Zavala","24271","San Francisco","37.1442","-93.3808","37.1185","-93.3471","5.48","11.68","Completed","Card","2023-01-01","04:05:00","2023-01-01","04:21:26"
"247","5911","Troy Mcmahon","86531","San Francisco","40.5342","-114.532","40.5542","-114.528","9.49","14.94","Completed","Card","2023-01-01","04:06:00","2023-01-01","04:34:28"
"248","4987","Mercedes Maldonado","23582","Seattle","37.1728","-85.4259","37.1254","-85.441","5.99","14.6","Completed","Card","2023-01-01","04:07:00","2023-01-01","04:24:58"
"249","7015","Destiny Carpenter","88868","Boston","39.1935","-96.7676","39.1687","-96.7193","10.93","25.34","Completed","Wallet","2023-01-01","04:08:00","2023-01-01","04:40:47"
"250","2218","Jeff Schneider","54067","Chicago","39.7583","-93.9349","39.7983","-93.9523","11.73","29.7","No-Show","Cash","2023-01-01","04:09:00","2023-01-01","04:44:11"
"251","5496","Hannah Guerrero","75733","New York","38.1713","-75.1553","38.1921","-75.1572","8.43","25.48","Completed","Wallet","2023-01-01","04:10:00","2023-01-01","04:35:17"
"252","5735","Erin Garcia","78224","Chicago","37.0086","-118.75","37.0559","-118.763","3.15","9.15","Cancelled","Cash","2023-01-01","04:11:00","2023-01-01","04:20:27"
"253","5555","Shirley Thomas","17098","Seattle","39.2158","-85.1266","39.2434","-85.1665","9.13","20.87","Completed","Wallet","2023-01-01","04:12:00","2023-01-01","04:39:23"
"254","9050","Daniel Jones","32513","Chicago","38.8601","-74.2382","38.8599","-74.2399","1.17","6.28","Completed","Cash","2023-01-01","04:13:00","2023-01-01","04:16:30"
"255","4446","Mary Rose","19062","Seattle","37.7476","-102.03","37.7296","-101.993","3.08","10.04","Completed","Card","2023-01-01","04:14:00","2023-01-01","04:23:14"
"256","2045","Joshua Holmes","76045","Boston","37.3685","-117.912","37.3434","-117.9","8.44","18.18","Completed","Wallet","2023-01-01","04:15:00","2023-01-01","04:40:19"
"257","7893","Tammy Wilson","87761","Seattle","40.1911","-77.0994","40.1981","-77.073","4.81","9.98","Completed","Wallet","2023-01-01","04:16:00","2023-01-01","04:30:25"
"258","2693","Tina Thompson","66249","Boston","37.7801","-98.0278","37.7518","-98.0268","6.72","13.57","Completed","UPI","2023-01-01","04:17:00","2023-01-01","04:37:09"
"259","4436","Jason Davis","93808","San Francisco","38.7","-97.8125","38.7008","-97.7684","6.35","12.1","Completed","Card","2023-01-01","04:18:00","2023-01-01","04:37:03"
"260","9754","Mrs. Nancy Torres","41346","Los Angeles","40.1515","-120.902","40.1696","-120.911","6.1","12.95","Completed","Wallet","2023-01-01","04:19:00","2023-01-01","04:37:18"
"261","6895","Daniel King","75381","Chicago","40.6617","-109.567","40.6993","-109.598","5.91","13.93","Completed","Cash","2023-01-01","04:20:00","2023-01-01","04:37:43"
